doc_id,questionID,question_title,question_text,answer_text,original_topic,project_topic,tier,upvotes,ans_len,document_text
cc_0039,506,How do I hold onto my marriage when there is no common bond or intimacy?,We can't hold a conversation together. The blame is always pointed at me. We have no intimacy.,"It is hard to hold onto a partner that isn't available emotionally or is lashing out when you face any kind of coflict between you.The conditions needed for healthy intimacy can not grow when there is an absence of common ground or lack of a sense of ""safe space"" between you.Learning to nurture yourself in this type of situation is vital and comes first.  If there are to be better conditions to grow the kind of relationship you both feel safe and valued in, it needs to be a shared mission.But healthy intimacy begins within, and you CAN grow and thrive no matter the willingness or emotional availability of another.  I recommend you find a good guide to walk this path back home to a deeper peace in you.  If the relationship can be healed, more will become clear as you feel more ease and harmony within yourself.For more resources related to healthy inimacy, I invite you to visit http://www.counseling4ocwomen.com",intimacy,intimacy,1,2,922,"Question Title: How do I hold onto my marriage when there is no common bond or intimacy?

Question: We can't hold a conversation together. The blame is always pointed at me. We have no intimacy.

Therapist Answer: It is hard to hold onto a partner that isn't available emotionally or is lashing out when you face any kind of coflict between you.The conditions needed for healthy intimacy can not grow when there is an absence of common ground or lack of a sense of ""safe space"" between you.Learning to nurture yourself in this type of situation is vital and comes first.  If there are to be better conditions to grow the kind of relationship you both feel safe and valued in, it needs to be a shared mission.But healthy intimacy begins within, and you CAN grow and thrive no matter the willingness or emotional availability of another.  I recommend you find a good guide to walk this path back home to a deeper peace in you.  If the relationship can be healed, more will become clear as you feel more ease and harmony within yourself.For more resources related to healthy inimacy, I invite you to visit http://www.counseling4ocwomen.com"
cc_0040,507,How do I tell my spouse to stop getting angry when I am just being myself?,"My spouse seems to get very bothered by me speaking, asking questions, or getting excited in a way that he thinks is ""too much."" He comes across as acting like whatever it is I'm talking about is nowhere near as important as whatever he's thinking about, which he believes will go over my head.","Good for you to realize you have just as much right to talk and be heard as he does.And, that your words deserve as much respect as his do.At a time which is relatively calm, introduce the topic of your hurt feelings from his difficulty listening to you speak.If it is so, tell him you value his opinion and that when you talk, there is no bad intention toward him.Ask him to explain what bothers him so much about your manner of expression.Then as a mutual project, both of you could develop a new system of talking with one another which avoids hurting your feelings and the distress he feels when he hears you talk.The above assumes good will by each of you.It is also possible he simply has no interest in listening to you, or to develop new understanding which makes doing so more likely.This possibility introduces an entirely new subject of how to live with someone who has no interest in you.",intimacy,marriage,1,0,900,"Question Title: How do I tell my spouse to stop getting angry when I am just being myself?

Question: My spouse seems to get very bothered by me speaking, asking questions, or getting excited in a way that he thinks is ""too much."" He comes across as acting like whatever it is I'm talking about is nowhere near as important as whatever he's thinking about, which he believes will go over my head.

Therapist Answer: Good for you to realize you have just as much right to talk and be heard as he does.And, that your words deserve as much respect as his do.At a time which is relatively calm, introduce the topic of your hurt feelings from his difficulty listening to you speak.If it is so, tell him you value his opinion and that when you talk, there is no bad intention toward him.Ask him to explain what bothers him so much about your manner of expression.Then as a mutual project, both of you could develop a new system of talking with one another which avoids hurting your feelings and the distress he feels when he hears you talk.The above assumes good will by each of you.It is also possible he simply has no interest in listening to you, or to develop new understanding which makes doing so more likely.This possibility introduces an entirely new subject of how to live with someone who has no interest in you."
cc_0041,508,Is my boyfriend cheating?,"He leaves and is gone for days or weeks but stays in contact and tells me he misses me. He gets defensive when I ask him stuff. We haven't had sex in two months. He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.","Well, there certainly is distance he creates between the two of you.Whether or not the reason is from his cheating on you is impossible to tell based only on the information here provided.You could open a general discussion about the lack of closeness you feel.   Maybe he'll be more responsive to talk about emotions than about specific actions he's done or not done.Mostly, entitle yourself to the quality relationship you'd like to have.  Your discomfort and distress are valid and there's no good reason to live with conditions which keep these moods in place, forever.Give yourself time to plan your next move, especially since having a baby will add to each of your responsibilities.You didn't write how long the problem you describe has continued.One possible outcome if its been a short time, is he will resolve whatever currently drives his withdrawn behaviors from you.Your life, your outcome.Trust yourself to know when the time is right to stay or to go.",intimacy,trust,1,1,966,"Question Title: Is my boyfriend cheating?

Question: He leaves and is gone for days or weeks but stays in contact and tells me he misses me. He gets defensive when I ask him stuff. We haven't had sex in two months. He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.

Therapist Answer: Well, there certainly is distance he creates between the two of you.Whether or not the reason is from his cheating on you is impossible to tell based only on the information here provided.You could open a general discussion about the lack of closeness you feel.   Maybe he'll be more responsive to talk about emotions than about specific actions he's done or not done.Mostly, entitle yourself to the quality relationship you'd like to have.  Your discomfort and distress are valid and there's no good reason to live with conditions which keep these moods in place, forever.Give yourself time to plan your next move, especially since having a baby will add to each of your responsibilities.You didn't write how long the problem you describe has continued.One possible outcome if its been a short time, is he will resolve whatever currently drives his withdrawn behaviors from you.Your life, your outcome.Trust yourself to know when the time is right to stay or to go."
cc_0042,510,Can my marriage be saved?,"I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail.","Hi Smyrna,Your husband is avoiding dealing with this problem. I understand how lonely you must feel, not only sexually, but emotionally too.From what you describe, it seems that he wants to be there for you, but he clearly has barriers to engaging fully around this issue. My hunch is that he doesn't know what to do or how to talk to you. But I think he does have something to say.Your husband is 29 years older and you've been together for ten years...that puts you at around thirty perhaps and him at almost sixty? Has any wise older woman sat you down to explain that men sometimes have erectile issues or hormone-related low sex drive as they age? It's possible that your husband is bewildered, angry, grieving or anxious about changes in his sex drive or his ability to maintain an erection, and that he doesn't know how to talk to you about this. He may feel like he's letting you down, and he's scared it will get worse, so he's sticking his head in the sand. Of course, that doesn't help, does it?The worst case scenario is that you get angry or hopeless, that he senses danger or disapproval from you and pulls away even further in shame. Eventually, you stop chasing him, and you drift further apart. It's a bit of a conundrum...how to honour both your need for connection and honesty and his need for a safe place to explore his fears and insecurities. Maybe lower your expectations for a bit? Your husband will need to believe that you are a safe place to share his fears, and you would need to hold onto the fact that he's really scared, and that he's not rejecting you...just protecting himself.I would suggest having a gentle conversation that sounds something like ""Sweetheart, we both know that something's not right here. I think you've been trying to handle this on your own or hoping it would get better, but can we agree that it's not? I need you to either talk to me about what's happening, or please go see a doctor. What I need is to see that you are doing some little step to help us. Either of those things would show me that.""In the end, you need to know that he's heard you and that he's willing to look at the issue in some way. If he does neither, then at least you know where you stand and you can decide whether to live in a sexless marriage. I wonder if showing him this answer to your question might help? Just a thought.",intimacy,marriage,1,2,2356,"Question Title: Can my marriage be saved?

Question: I have been married for ten years. My husband is 29 years my senior. We have a young daughter. Ever since she was born, my husband has ""shut down."" We have no intimacy; he doesn't even kiss me. I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection. My self-esteem is gone, and I feel so alone. He has stranded me. He uses his passive-aggressive ways and ignores every comment I make. He refuses to talk to me in detail.

Therapist Answer: Hi Smyrna,Your husband is avoiding dealing with this problem. I understand how lonely you must feel, not only sexually, but emotionally too.From what you describe, it seems that he wants to be there for you, but he clearly has barriers to engaging fully around this issue. My hunch is that he doesn't know what to do or how to talk to you. But I think he does have something to say.Your husband is 29 years older and you've been together for ten years...that puts you at around thirty perhaps and him at almost sixty? Has any wise older woman sat you down to explain that men sometimes have erectile issues or hormone-related low sex drive as they age? It's possible that your husband is bewildered, angry, grieving or anxious about changes in his sex drive or his ability to maintain an erection, and that he doesn't know how to talk to you about this. He may feel like he's letting you down, and he's scared it will get worse, so he's sticking his head in the sand. Of course, that doesn't help, does it?The worst case scenario is that you get angry or hopeless, that he senses danger or disapproval from you and pulls away even further in shame. Eventually, you stop chasing him, and you drift further apart. It's a bit of a conundrum...how to honour both your need for connection and honesty and his need for a safe place to explore his fears and insecurities. Maybe lower your expectations for a bit? Your husband will need to believe that you are a safe place to share his fears, and you would need to hold onto the fact that he's really scared, and that he's not rejecting you...just protecting himself.I would suggest having a gentle conversation that sounds something like ""Sweetheart, we both know that something's not right here. I think you've been trying to handle this on your own or hoping it would get better, but can we agree that it's not? I need you to either talk to me about what's happening, or please go see a doctor. What I need is to see that you are doing some little step to help us. Either of those things would show me that.""In the end, you need to know that he's heard you and that he's willing to look at the issue in some way. If he does neither, then at least you know where you stand and you can decide whether to live in a sexless marriage. I wonder if showing him this answer to your question might help? Just a thought."
cc_0043,515,What should I do about my husband's emotional affair with his ex-wife?,"My husband had an emotional affair with his ex-wife in November. She invited him to dinner, alone, with their daughter. I wasn’t aware of this until after 11pm when I asked where he was. He had been drinking, and I told him not to come home that night. The next morning, we talked about going to counseling. He went out that night with friends and said his ex-wife wasn't going. I found out in April that she did go. I gave him the chance to get everything out in the open. I found out that he stayed that second night with her. I asked if they slept in the same bed, and he said yes, both nights. His daughter wasn't there the second night. He claims they didn't have sex, but what else should I think?","I agree with you that professional counseling is a wise choice for your relationship.Your husband may not know, want to know or want to discuss with you, what his true feelings are toward you and the ex.The topic is very heated, which is why discussing these matters alone may do more harm than good,Usually people start deeply complex emotional matters discussion and get so upset the conversation goes off track and unintended hurts happen.In a therapist office, the two of you will be guided on talking about these critical areas and this will be much more productive than trying to do so only with the two of you.",intimacy,marriage,1,0,617,"Question Title: What should I do about my husband's emotional affair with his ex-wife?

Question: My husband had an emotional affair with his ex-wife in November. She invited him to dinner, alone, with their daughter. I wasn’t aware of this until after 11pm when I asked where he was. He had been drinking, and I told him not to come home that night. The next morning, we talked about going to counseling. He went out that night with friends and said his ex-wife wasn't going. I found out in April that she did go. I gave him the chance to get everything out in the open. I found out that he stayed that second night with her. I asked if they slept in the same bed, and he said yes, both nights. His daughter wasn't there the second night. He claims they didn't have sex, but what else should I think?

Therapist Answer: I agree with you that professional counseling is a wise choice for your relationship.Your husband may not know, want to know or want to discuss with you, what his true feelings are toward you and the ex.The topic is very heated, which is why discussing these matters alone may do more harm than good,Usually people start deeply complex emotional matters discussion and get so upset the conversation goes off track and unintended hurts happen.In a therapist office, the two of you will be guided on talking about these critical areas and this will be much more productive than trying to do so only with the two of you."
cc_0044,525,How do I open up to someone?,"Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life.","Hi Bend, You're scared, right? That makes sense. Each time we have a break-up we are a bit more in touch with how much is at stake in this whole love and relationship business. We are falling in love and letting someone close to our hearts and there's a vulnerability in that; we can get hurt. Who you partner with long-term is a big decision and it determines 90% of our happiness in life. The good news is that when we're just starting to get to know someone, we can take it slow. I think maybe you are slowing yourself down instinctively here, and that's okay. We are naturally people of attachment and it won't likely last if you are normally an open and accessible person who doesn't put up walls. So part of what I want to say here is don't pressure yourself too much. Take the time to heal naturally and listen to your instinct that is telling you to take things slow. :)As well, there are a few things you can do to make sure that the walls do eventually come down, or will come down for the right person. First, think about the lessons you learned from this past relationship. What do you feel proud of? What do you need in a partner? What mistakes did you make? Use this experience to grow in your awareness of how you work in a relationship and what you need from a partner.Look at your thoughts. Are you having generalized negative thoughts like ""No one will ever love me again?"", or ""I'm going to get hurt again"", or ""I can't trust myself""? If so, write down what these thoughts are, and then ask yourself what evidence supports these thoughts. Fear tries to convince us that there is either something wrong with us or that something bad will happen, but it does so with little or no evidence of this ever happening!! It sells us a line based on no concrete evidence. Then ask yourself what evidence supports the opposite thought. What is the evidence that I am lovable... that there are safe, good people out there... that I can trust myself? Eliminate the negative thoughts, and add the positive ones. It's simple but very powerful.Lastly, take concrete and careful steps to act as though there are no walls. What is the evidence of the walls? Can you take purposeful baby steps in the direction of lowering those walls? When we act as though something is true, we start to feel it and believe it more.I hope you will find yourself back on track eventually, with time. :)",intimacy,breakup,1,2,2386,"Question Title: How do I open up to someone?

Question: Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life.

Therapist Answer: Hi Bend, You're scared, right? That makes sense. Each time we have a break-up we are a bit more in touch with how much is at stake in this whole love and relationship business. We are falling in love and letting someone close to our hearts and there's a vulnerability in that; we can get hurt. Who you partner with long-term is a big decision and it determines 90% of our happiness in life. The good news is that when we're just starting to get to know someone, we can take it slow. I think maybe you are slowing yourself down instinctively here, and that's okay. We are naturally people of attachment and it won't likely last if you are normally an open and accessible person who doesn't put up walls. So part of what I want to say here is don't pressure yourself too much. Take the time to heal naturally and listen to your instinct that is telling you to take things slow. :)As well, there are a few things you can do to make sure that the walls do eventually come down, or will come down for the right person. First, think about the lessons you learned from this past relationship. What do you feel proud of? What do you need in a partner? What mistakes did you make? Use this experience to grow in your awareness of how you work in a relationship and what you need from a partner.Look at your thoughts. Are you having generalized negative thoughts like ""No one will ever love me again?"", or ""I'm going to get hurt again"", or ""I can't trust myself""? If so, write down what these thoughts are, and then ask yourself what evidence supports these thoughts. Fear tries to convince us that there is either something wrong with us or that something bad will happen, but it does so with little or no evidence of this ever happening!! It sells us a line based on no concrete evidence. Then ask yourself what evidence supports the opposite thought. What is the evidence that I am lovable... that there are safe, good people out there... that I can trust myself? Eliminate the negative thoughts, and add the positive ones. It's simple but very powerful.Lastly, take concrete and careful steps to act as though there are no walls. What is the evidence of the walls? Can you take purposeful baby steps in the direction of lowering those walls? When we act as though something is true, we start to feel it and believe it more.I hope you will find yourself back on track eventually, with time. :)"
cc_0045,526,How do I handle getting the silent treatment from my boyfriend?,"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.","You are in an abusive relationship-not because of your boyfriend's silences but because he is comfortable being sarcastic and hurtful, never admits he is wrong and never apologizes. It is your choice to participate in an abusive relationship. You can not stop an abusive partner from being abusive no matter how wonderfully you treat your partner. You can either accept the terrible relationship as it is or reach out for the support that you need to leave the abusive relationship. I wish you well, always.",intimacy,communication,1,2,507,"Question Title: How do I handle getting the silent treatment from my boyfriend?

Question: When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.

Therapist Answer: You are in an abusive relationship-not because of your boyfriend's silences but because he is comfortable being sarcastic and hurtful, never admits he is wrong and never apologizes. It is your choice to participate in an abusive relationship. You can not stop an abusive partner from being abusive no matter how wonderfully you treat your partner. You can either accept the terrible relationship as it is or reach out for the support that you need to leave the abusive relationship. I wish you well, always."
cc_0046,529,Should I stay with my manipulative husband?,"Every day for five years, my husband mentally abused me and said he will change. I have a child with him. I try so hard to stay strong for her, but at this point, I am completely broken. I am holding on to nothing but hope and have been for years. Is there any hope or am I wasting my time?","I think your own awareness will not allow you to continue in a bad relationship.Be glad something within you is telling you that there are better ways to be treated than how your husband does.For support and guidance in real time, look up the organizations in your area which help women to leave abusive relationships.You are not the first or only one and probably not the last woman who wants to leave an abusive partner.  Having guidance particular to you and your situation will help you move through what decisions to make as to how to leave this man.",intimacy,marriage,1,0,555,"Question Title: Should I stay with my manipulative husband?

Question: Every day for five years, my husband mentally abused me and said he will change. I have a child with him. I try so hard to stay strong for her, but at this point, I am completely broken. I am holding on to nothing but hope and have been for years. Is there any hope or am I wasting my time?

Therapist Answer: I think your own awareness will not allow you to continue in a bad relationship.Be glad something within you is telling you that there are better ways to be treated than how your husband does.For support and guidance in real time, look up the organizations in your area which help women to leave abusive relationships.You are not the first or only one and probably not the last woman who wants to leave an abusive partner.  Having guidance particular to you and your situation will help you move through what decisions to make as to how to leave this man."
cc_0047,536,How can I regain my boyfriend's trust back after being completely dishonest with him about a lot of things?,"The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.","Start a conversation with him about your sincere interest to earn back his trust.Ask him what he expects from you so that he will trust you again.If you are consciously willing and do try to earn back his trust, and have periodic conversations with him on whether he feels more at ease with trusting you, then after a few months of this, both of you should feel more secure in the relationship.",intimacy,breakup,1,0,394,"Question Title: How can I regain my boyfriend's trust back after being completely dishonest with him about a lot of things?

Question: The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.

Therapist Answer: Start a conversation with him about your sincere interest to earn back his trust.Ask him what he expects from you so that he will trust you again.If you are consciously willing and do try to earn back his trust, and have periodic conversations with him on whether he feels more at ease with trusting you, then after a few months of this, both of you should feel more secure in the relationship."
cc_0048,544,What should I do about my marriage and my wife's behavior?,"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.","When ""threats"" of leaving, such as what you described in your question (""kicking you out, wanting divorce"") are continuous in your marriage, it can start to erode at the foundation of your relationship, impacting both partners. And, if you're concerned about the influence of another male in the relationship, and are unable to express your concerns or fears to your wife, it's extremely difficult to build a secure functioning relationship. From the information provided in your question, it seems as if there is some avoidance evident in your relationship. Avoidance of being able to express yourself and have honest communication about your relationship. If your wife is willing, I would recommend seeing a marriage counselor to help you both during this time. Or, for you to talk with an individual therapist, if marriage counseling isn't an option.",intimacy,marriage,1,0,853,"Question Title: What should I do about my marriage and my wife's behavior?

Question: My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.

Therapist Answer: When ""threats"" of leaving, such as what you described in your question (""kicking you out, wanting divorce"") are continuous in your marriage, it can start to erode at the foundation of your relationship, impacting both partners. And, if you're concerned about the influence of another male in the relationship, and are unable to express your concerns or fears to your wife, it's extremely difficult to build a secure functioning relationship. From the information provided in your question, it seems as if there is some avoidance evident in your relationship. Avoidance of being able to express yourself and have honest communication about your relationship. If your wife is willing, I would recommend seeing a marriage counselor to help you both during this time. Or, for you to talk with an individual therapist, if marriage counseling isn't an option."
cc_0049,545,Should I be upset that my husband may have lied to me again?,"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","Do you want to be upset about a girl that he forgot about?  Think about it for a minute.  Do you want to measure your trust based on knowing how many female co-workers your husband has?  And if so, what does that say about your marriage?  Trust is something that we earn based on our actions and the actions of people we interact with; it’s also based on our ability to communicate and understand what we value and have in common.  If you are focused on every little detail around your relationship, it may turn into an unhealthy obsession and it may harm your relationship more.   If instead you focus on opening the lines of communication, let him know what you expect from him, and discuss how you could both build trust again, you may become closer and give your relationship the opportunity to grow.  ¿Debería este molesta porque mi esposo me mintió de nuevo?Estoy tratando de hacer que mi matrimonio funcione después de una separación.  Antes de separarnos el mentía mucho y rompía todas sus promesas.  No creo que me haya sido infiel.  El mes pasado, le pregunté cuantas mujeres trabajan con él, y él me dijo.  Ayer, me enteré que se olvido de una muchacha.  ¿Debería estar enojada?¿Quieres estar molesta porque se le olvido con cuantas mujeres trabaja?  Piénsalo por un momento.  ¿Quieres determinar la confianza que le tienes en tu esposo basándote en su capacidad de reportar la cantidad de mujeres que trabajan con él?  Si tu respuesta es sí, ¿qué refleja eso sobre tu matrimonio?  La confianza es algo que se gana basado en nuestras acciones y las de aquellos con quienes interactuamos; también en nuestra habilidad de comunicar y entender los valores que tenemos en común. Si practicas estar preocupada por cada pequeño detalle en tu relación, esto se puede convertir en una obsesión que potencialmente dañara tu relación.  Si en cambio te enfocas en abrir las líneas de comunicación, le dejas saber lo que esperas de él y discuten cómo pueden trabajar juntos para recuperar la confianza, pueden volverse más cercanos y darse la oportunidad de que la relación crezca.",intimacy,trust,1,1,2080,"Question Title: Should I be upset that my husband may have lied to me again?

Question: I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?

Therapist Answer: Do you want to be upset about a girl that he forgot about?  Think about it for a minute.  Do you want to measure your trust based on knowing how many female co-workers your husband has?  And if so, what does that say about your marriage?  Trust is something that we earn based on our actions and the actions of people we interact with; it’s also based on our ability to communicate and understand what we value and have in common.  If you are focused on every little detail around your relationship, it may turn into an unhealthy obsession and it may harm your relationship more.   If instead you focus on opening the lines of communication, let him know what you expect from him, and discuss how you could both build trust again, you may become closer and give your relationship the opportunity to grow.  ¿Debería este molesta porque mi esposo me mintió de nuevo?Estoy tratando de hacer que mi matrimonio funcione después de una separación.  Antes de separarnos el mentía mucho y rompía todas sus promesas.  No creo que me haya sido infiel.  El mes pasado, le pregunté cuantas mujeres trabajan con él, y él me dijo.  Ayer, me enteré que se olvido de una muchacha.  ¿Debería estar enojada?¿Quieres estar molesta porque se le olvido con cuantas mujeres trabaja?  Piénsalo por un momento.  ¿Quieres determinar la confianza que le tienes en tu esposo basándote en su capacidad de reportar la cantidad de mujeres que trabajan con él?  Si tu respuesta es sí, ¿qué refleja eso sobre tu matrimonio?  La confianza es algo que se gana basado en nuestras acciones y las de aquellos con quienes interactuamos; también en nuestra habilidad de comunicar y entender los valores que tenemos en común. Si practicas estar preocupada por cada pequeño detalle en tu relación, esto se puede convertir en una obsesión que potencialmente dañara tu relación.  Si en cambio te enfocas en abrir las líneas de comunicación, le dejas saber lo que esperas de él y discuten cómo pueden trabajar juntos para recuperar la confianza, pueden volverse más cercanos y darse la oportunidad de que la relación crezca."
cc_0050,547,Why is my fiancé angry at me about his automobile insurance?,"My fiancé and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger.","A few things come to mind. I wonder if your fiancé is still angry about it or if he was angry in that moment and has now worked through it.It sounds like there was also a difference in expectations here. You were just  paying the bill with the money he was giving to you and he may have assumed you were reading it. You thought that you were following his directions. It could be that you could have a discussion about it, but that depends on how much of a hot button issue it still is for either of you.If you're going to talk about it, I might suggest asking whether this would be a good time to have a discussion about what happened with the automobile insurance so that you can both use the opportunity to learn more about yourselves and each other around this particular issue.",intimacy,conflict,1,0,782,"Question Title: Why is my fiancé angry at me about his automobile insurance?

Question: My fiancé and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger.

Therapist Answer: A few things come to mind. I wonder if your fiancé is still angry about it or if he was angry in that moment and has now worked through it.It sounds like there was also a difference in expectations here. You were just  paying the bill with the money he was giving to you and he may have assumed you were reading it. You thought that you were following his directions. It could be that you could have a discussion about it, but that depends on how much of a hot button issue it still is for either of you.If you're going to talk about it, I might suggest asking whether this would be a good time to have a discussion about what happened with the automobile insurance so that you can both use the opportunity to learn more about yourselves and each other around this particular issue."
cc_0051,548,How do I deal with a lack of intimacy and partner's addiction to solo sex and porn?,"I believe my partner has a masturbation and porn problem. He masturbates daily, even when I am lying in bed sleeping beside him. We have sex once a week. He is rough and worries about his needs. He never touches me, and treats me like a porn star, wanting to finish on my face or chest.","The comments here from the other therapists are ""spot on"". As a Certified Sex Addiction Therapist-Candidate I'm convinced your partner's acting out creates trauma for you. Your partner's addiction is NOT your fault and his recovery IS his responsibility. What's paramount is for you to get immediate help from an experienced therapist who understands trauma as result of the partner's/spouse's problematic sexual behaviors. Your needs, safety, and the establishment of reasonable boundaries is vital to your well-being. I wish you the very best.Resources for Your Consideration: 1) https://www.iitap.com/, 2) https://www.sanon.org/, 3) http://www.cosa-recovery.org/",intimacy,marriage,1,0,665,"Question Title: How do I deal with a lack of intimacy and partner's addiction to solo sex and porn?

Question: I believe my partner has a masturbation and porn problem. He masturbates daily, even when I am lying in bed sleeping beside him. We have sex once a week. He is rough and worries about his needs. He never touches me, and treats me like a porn star, wanting to finish on my face or chest.

Therapist Answer: The comments here from the other therapists are ""spot on"". As a Certified Sex Addiction Therapist-Candidate I'm convinced your partner's acting out creates trauma for you. Your partner's addiction is NOT your fault and his recovery IS his responsibility. What's paramount is for you to get immediate help from an experienced therapist who understands trauma as result of the partner's/spouse's problematic sexual behaviors. Your needs, safety, and the establishment of reasonable boundaries is vital to your well-being. I wish you the very best.Resources for Your Consideration: 1) https://www.iitap.com/, 2) https://www.sanon.org/, 3) http://www.cosa-recovery.org/"
cc_0052,550,How do I get over jealousy?,"I’m in a relationship with my child's father. I’m a really jealous person. We don’t go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I can’t. How can I get over these issues?","It may be important to look at this as getting through something rather than ""getting over it."" If you're aware of the reasons why you are jealous, I don't know if they relate to this relationship or a previous one, but you could remind yourself of the differences if your feelings of jealousy relate to something from your past.Also, it may be beneficial to have a conversation with your child's father if you are both open to having a discussion about this in a way that you summarize what each other is saying so you are sure that you are understanding each other, at least to some degree.Also, consider what you may want from your child's father to assist you with this. You cannot make him do anything to support you with this, but you can certainly ask.What is something you could start or stop doing to move you toward your goal?",intimacy,trust,1,0,836,"Question Title: How do I get over jealousy?

Question: I’m in a relationship with my child's father. I’m a really jealous person. We don’t go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I can’t. How can I get over these issues?

Therapist Answer: It may be important to look at this as getting through something rather than ""getting over it."" If you're aware of the reasons why you are jealous, I don't know if they relate to this relationship or a previous one, but you could remind yourself of the differences if your feelings of jealousy relate to something from your past.Also, it may be beneficial to have a conversation with your child's father if you are both open to having a discussion about this in a way that you summarize what each other is saying so you are sure that you are understanding each other, at least to some degree.Also, consider what you may want from your child's father to assist you with this. You cannot make him do anything to support you with this, but you can certainly ask.What is something you could start or stop doing to move you toward your goal?"
cc_0053,552,How do I talk to my girlfriend about my anxiety from her exes?,"My girlfriend remains friends with ex boyfriends/lovers on Facebook who actively like and comment on posts. It causes me to get jealous because I'm afraid they might reconnect somehow. I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it.","Talking about it would probably be helpful if you're both in a place where you can decide when is best to talk about something that is important. It may also be helpful to ask if you could talk for two or three minutes to make a point and then have space for her to talk for the same amount of time. You can adjust the timing for what works for both of you. After one of you is talking, perhaps you could restate what you have heard the person say. This can lessen confusion.I know you say that she avoids it. It might be a good place to start talking about it – to see what makes her avoid it. It could be that she thinks any discussion about them is going to lead to an argument or you saying that she can't talk to them. I don't know how you typically react when you are jealous, but if you can discuss talking about this in a way that you are both open to hearing what the other person is experiencing, that may be helpful as well.",intimacy,trust,1,0,935,"Question Title: How do I talk to my girlfriend about my anxiety from her exes?

Question: My girlfriend remains friends with ex boyfriends/lovers on Facebook who actively like and comment on posts. It causes me to get jealous because I'm afraid they might reconnect somehow. I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it.

Therapist Answer: Talking about it would probably be helpful if you're both in a place where you can decide when is best to talk about something that is important. It may also be helpful to ask if you could talk for two or three minutes to make a point and then have space for her to talk for the same amount of time. You can adjust the timing for what works for both of you. After one of you is talking, perhaps you could restate what you have heard the person say. This can lessen confusion.I know you say that she avoids it. It might be a good place to start talking about it – to see what makes her avoid it. It could be that she thinks any discussion about them is going to lead to an argument or you saying that she can't talk to them. I don't know how you typically react when you are jealous, but if you can discuss talking about this in a way that you are both open to hearing what the other person is experiencing, that may be helpful as well."
